Added,Audience Rating,Country,Title,Tagline,Writers,Year,Duration,View Count,Summary,Directors,Studio,Sort title,Release Date,Roles,Labels,Rating,Original Title,Genre,Content Rating
2021-00-23 19:39:43,"7.8","China-United States of America","Kung Fu Panda 3","Grab destiny by the rice dumplings.","Glenn Berger-Jonathan Aibel","2016",1:35:55,"N/A","When Po s long-lost panda father suddenly reappears, the reunited duo travels to a secret panda paradise to meet scores of hilarious new panda characters. But when the supernatural villain Kai begins to sweep across China defeating all the kung fu masters, Po must do the impossible-learn to train a village full of his fun-loving, clumsy brethren to become the ultimate band of Kung Fu Pandas.","Jennifer Yuh Nelson-Alessandro Carloni","Pearl Studio","N/A","2016-01-29","Jack Black-Bryan Cranston-Dustin Hoffman-Angelina Jolie-J.K. Simmons-Jackie Chan-Seth Rogen-Lucy Liu-David Cross-Kate Hudson-James Hong-Randall Duk Kim-Steele Gagnon-Liam Knight-Wayne Knight-Barbara Dirickson-Al Roker-Willie Geist-Fred Tatasciore-Pax Jolie-Pitt-Kelly Cooney-Stephen Kearin-Mick Wingert-Ming Tsai-April Hong-Knox Jolie-Pitt-Zahara Jolie-Pitt-Shiloh Jolie-Pitt-Jean-Claude Van Damme-Radzi Chinyanganya-Lindsey Russell-Joseph Izzo-Lena Golia-Gus Culligan",N/A,"8.7","N/A","Action-Adventure-Comedy-Family-Fantasy-Animation-Drama","ch/0"
2021-00-23 19:40:03,"8","United States of America","Lady and the Tramp","She s from the leash and license set... he s footloose and collar free!","Frank Tashlin-Joe Grant-Dick Huemer-Sam Cobean-Louis Pollock","1955",1:16:24,"N/A","Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady s home make her decide to travel with him for a while. This turns out to be a bad move, as no dog is above the law.","Hamilton Luske-Wilfred Jackson-Clyde Geronimi","Walt Disney Pictures","N/A","1955-06-22","Barbara Luddy-Larry Roberts-Peggy Lee-Bill Thompson-Bill Baucom-Stan Freberg-Verna Felton-Alan Reed-George Givot-Dal McKennon-Lee Millar",N/A,"9.3","N/A","Comedy-Drama-Romance-Animation-Family-Adventure","G"
2021-00-23 23:22:06,"8","Denmark-United States of America","The Lego Batman Movie","Always be yourself. Unless you can be Batman.","Bob Kane-Jerry Siegel-Joe Shuster-Jared Stern-Bill Finger","2017",1:45:30,"N/A","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.","Chris McKay","Lin Pictures","Lego Batman Movie","2017-02-09","Will Arnett-Zach Galifianakis-Michael Cera-Rosario Dawson-Ralph Fiennes-Jenny Slate-Mariah Carey-Channing Tatum-Billy Dee Williams-Héctor Elizondo-Conan O Brien-Jason Mantzoukas-Doug Benson-Zoë Kravitz-Kate Micucci-Riki Lindhome-Jonah Hill-Adam DeVine-Eddie Izzard-Seth Green-Jemaine Clement-Ellie Kemper-David Burrows-Ralph Garman-Chris Hardwick-Chris McKay-Laura Kightlinger-Susan Bennett-Todd Hansen-Mark Jonathan Davis-Lauren White-Brent Musburger-Abel Arnett-Archie Arnett-Marco Campagno-Garret Elkins-Ryan Halprin-Alison Ingram-Holly Isaacson-Kelly Lafferty-Doug Nicholas-Samantha Nisenboim-Chris Paluszek-Wendell Stephens-Vanara Taing-Matt Town-Bram Tulloch-John Venzon-Matt Villa-Charlie Bean",N/A,"9","N/A","Action-Adventure-Animation-Comedy-Fantasy-Family-Crime-Romance-Science Fiction","ch/6"
2021-00-23 23:24:07,"8.7","Australia-Denmark-United States of America","The Lego Movie","The story of a nobody who saved everybody.","Ken Mitchroney-Kevin Eastman-Peter Laird-Igor Khait-Theresa Cullen","2014",1:41:35,"1","The LEGO Movie is a 3D animated film which follows lead character, Emmet a completely ordinary LEGO mini-figure who is identified as the most  extraordinary person  and the key to saving the Lego universe. Emmet and his friends go on an epic journey to stop the evil tyrant, Lord Business.","Phil Lord-Christopher Miller","Warner Bros. Pictures","Lego Movie","2014-02-06","Chris Pratt-Will Ferrell-Elizabeth Banks-Will Arnett-Nick Offerman-Alison Brie-Charlie Day-Liam Neeson-Morgan Freeman-Channing Tatum-Jonah Hill-Cobie Smulders-Jadon Sand-Anthony Daniels-Billy Dee Williams-Keith Ferguson-Shaquille O Neal-Will Forte-Dave Franco-Jake Johnson-Keegan-Michael Key-Todd Hansen-David Burrows-Chris McKay-Jorma Taccone-Christopher Miller-Chris Romano-Kelly Lafferty-Graham Miller-Amanda Farinos-Craig Berry-Doug Nicholas-Chris Paluszek-Melissa Sturm-Leiki Veskimets",N/A,"9.6","N/A","Adventure-Action-Fantasy-Animation-Comedy-Family-Science Fiction","ch/6"
2021-00-23 23:26:22,"6.8","United States of America","The Lego Movie 2: The Second Part","They come in pieces","Bob Kane-Jerry Siegel-Joe Shuster-Phil Lord-Christopher Miller","2019",1:47:09,"1","It s been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.","Mike Mitchell","Vertigo Entertainment","Lego Movie 2: The Second Part","2019-02-07","Chris Pratt-Elizabeth Banks-Will Arnett-Tiffany Haddish-Stephanie Beatriz-Charlie Day-Alison Brie-Nick Offerman-Maya Rudolph-Will Ferrell-Jadon Sand-Brooklynn Prince-Richard Ayoade-Channing Tatum-Jonah Hill-Cobie Smulders-Jason Momoa-Margot Rubin-Ike Barinholtz-Ralph Fiennes-Will Forte-Bruce Willis-Ben Schwartz-Jimmy O. Yang-Noel Fielding-Jorma Taccone-Gary Payton-Sheryl Swoopes-Trisha Gum-Todd Hansen-Doug Nicholas-Mike Mitchell-Christopher Miller-Emily Nordwind-Chris McKay-Ralph Halprin-Graham Miller-Liam Knight-Emmett Mitchell-Sawyer Jones-Cora Miller-Ollie Mitchell-Ryan Halprin-Lauren White",N/A,"8.4","N/A","Fantasy-Family-Comedy-Animation-Adventure-Action-Science Fiction","ch/6"
2021-00-23 19:40:25,"7.7","United States of America","Lilo & Stitch","There s one in every family.","Chris Sanders-Dean DeBlois","2002",1:25:15,"N/A","A young and parentless girl adopts a  dog  from the local pound, completely unaware that it s supposedly a dangerous scientific experiment that s taken refuge on Earth and is now hiding from its creator and those who see it as a menace.","Chris Sanders-Dean DeBlois","Walt Disney Pictures","N/A","2002-06-21","Daveigh Chase-Chris Sanders-Tia Carrere-David Ogden Stiers-Kevin McDonald-Ving Rhames-Zoe Caldwell-Jason Scott Lee-Kevin Michael Richardson-Susan Hegarty-Amy Hill-Steve Blum-Kunewa Mook-Patrick Pinney",N/A,"8.6","N/A","Animation-Comedy-Drama-Fantasy-Science Fiction-Family-Adventure","ch/7"
2021-00-23 23:26:49,"9.3","United States of America","The Lion King","Life s greatest adventure is finding your place in the Circle of Life.","Joe Ranft-Jonathan Roberts-Jim Capobianco-Linda Woolverton-Irene Mecchi","1994",1:29:49,"N/A","A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?","Roger Allers-Rob Minkoff","Walt Disney Pictures","Lion King","1994-06-24","Matthew Broderick-James Earl Jones-Jeremy Irons-Rowan Atkinson-Niketa Calame-Jim Cummings-Whoopi Goldberg-Robert Guillaume-Moira Kelly-Nathan Lane-Zoe Leader-Cheech Marin-Ernie Sabella-Madge Sinclair-Jonathan Taylor Thomas-Frank Welker-Cathy Cavadini-Judi M. Durand-Daamen J. Krall-David McCharen-Mary Linda Phillips-Phil Proctor-David J. Randolph-Sally Dworsky-Evan Saucedo-Brian Tochi-Jason Weaver-Joseph Williams-Laura Williams-Joseph Williams",N/A,"9.3","N/A","Family-Animation-Drama-Musical-Adventure-Children","ch/7"
2021-00-23 23:29:21,"8.8","United States of America","The Lion King","The King has Returned.","Jeff Nathanson-Jonathan Roberts-Linda Woolverton-Irene Mecchi-Brenda Chapman","2019",1:58:15,"N/A","After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.","Jon Favreau","Walt Disney Pictures","Lion King","2019-07-19","Chiwetel Ejiofor-John Oliver-James Earl Jones-John Kani-Alfre Woodard-JD McCrary-Shahadi Wright Joseph-Penny Johnson-Keegan-Michael Key-Eric André-Florence Kasumba-Seth Rogen-Billy Eichner-Amy Sedaris-Chance the Rapper-Josh McCrary-Donald Glover-Beyoncé-Phil LaMarr-J. Lee",N/A,"5.2","N/A","Adventure-Drama-Animation-Family-Musical","ch/6"
2021-00-23 23:33:17,"8.8","United States of America","The Little Mermaid","Somewhere under the sea and beyond your imagination is an adventure in fantasy.","Ron Clements-John Musker","1989",1:23:49,"N/A","This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.","Ron Clements-John Musker","Walt Disney Pictures","Little Mermaid","1989-11-17","Jodi Benson-Samuel E. Wright-Pat Carroll-Christopher Daniel Barnes-Kenneth Mars-Buddy Hackett-Jason Marin-René Auberjonois-Paddi Edwards-Ben Wright-Edie McClurg-Will Ryan-Sherry Lynn-Mickie McGowan-Nancy Cartwright-Frank Welker-Hamilton Camp-Debbie Shapiro-Robert Weil-Ed Gilbert-Charlie Adler-Jack Angel-Susan Boyd-Steve Bulen-Philip L. Clarke-Jennifer Darling-Trevor Allan Davies-Gail Farrell-Donny Gerrard-Willie J. Greene Jr.-Linda Harmon-Walter S. Harrah-Phillip Ingram-Luana Jackman-William A. Kanady-Edie Lehmann Boddicker-Anne Lockhart-Melissa MacKay-Guy Maeda-Lynn Dolin Mann-Arnold Markussen",N/A,"9.3","N/A","Family-Animation-Romance-Musical-Fantasy","G"
2021-00-23 19:40:52,"5.2","United States of America","Lord of the Flies","No parents. No teachers. No rules... No mercy.","William Golding-Sara Schiff","1990",1:30:16,"N/A","Stranded on an island, a group of schoolboys degenerate into savagery.","Harry Hook","Castle Rock Entertainment","N/A","1990-03-16","Balthazar Getty-Chris Furrh-Danuel Pipoly-James Badge Dale-Andrew Taft-Edward Taft-Gary Rule-Terry Wells-Braden MacDonald-Angus Burgin-Martin Zentz-Brian Jacobs-Vincent Amabile-David Weinstein-Chuck Bell-Everado Elizondo-James Hamm-Charlie Newmark-Brian Matthews-Shawn Skie-Judson McCune-Zane Rockenbaugh-Robert Shea-Gordon Elder-Bob Peck-Bill Schoppert-Michael Greene",N/A,"6","N/A","Drama-Adventure-Thriller","R"
2021-05-18 17:23:47,"8.7","United States of America","Luca","This summer, you’re invited to Portorosso.","Enrico Casarosa-Jesse Andrews-Simon Stephenson-Mike Jones-Nicolle Castro","2021",1:35:15,"1","A young boy experiences an unforgettable seaside summer on the Italian Riviera filled with gelato, pasta and endless scooter rides. Luca shares these adventures with his newfound best friend, but all the fun is threatened by a deeply-held secret: he is a sea monster from another world just below the ocean s surface.","Enrico Casarosa","Pixar","N/A","2021-06-18","Jacob Tremblay-Jack Dylan Grazer-Emma Berman-Saverio Raimondo-Maya Rudolph-Marco Barricelli-Jim Gaffigan-Peter Sohn-Lorenzo Crisci-Marina Massironi-Luigi La Monica-Sandy Martin-Giacomo Gianniotti-Elisa Gabrielli-Mimi Maynard-Sacha Baron Cohen-Francesca Fanti-Jonathan Nichols-Enrico Casarosa-Jim Pirri",N/A,"9.1","N/A","Comedy-Fantasy-Family-Adventure-Animation","PG"
2021-00-23 19:42:05,"6.6","United States of America","Madagascar","Someone’s got a zoo loose.","Mark Burton-Eric Darnell-Tom McGrath-Billy Frolick","2005",1:26:55,"N/A","A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.","Eric Darnell-Tom McGrath","Pacific Data Images","N/A","2005-05-27","Ben Stiller-Chris Rock-David Schwimmer-Jada Pinkett Smith-Sacha Baron Cohen-Cedric the Entertainer-Andy Richter-Tom McGrath-Christopher Knights-Chris Miller-Conrad Vernon-Eric Darnell-David Cowgill-Elisa Gabrielli-Stephen Apostolina-Devika Parikh-David P. Smith-Cody Cameron-Bob Saget-John DiMaggio-Jeffrey Katzenberg",N/A,"5.4","N/A","Comedy-Animation-Family-Adventure","ch/0"
2021-00-23 19:42:30,"7.2","United States of America","Madagascar 3: Europe s Most Wanted","They Have One Shot to Get Back Home.","Noah Baumbach-Mark Burton-Eric Darnell-Tom McGrath","2012",1:33:24,"N/A","Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New York s Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus.","Conrad Vernon-Eric Darnell-Tom McGrath","DreamWorks Animation","N/A","2012-06-08","Ben Stiller-Chris Rock-David Schwimmer-Jada Pinkett Smith-Frances McDormand-Sacha Baron Cohen-Andy Richter-Cedric the Entertainer-Jessica Chastain-John DiMaggio-Bryan Cranston-Martin Short-Paz Vega-Frank Welker-Tom McGrath-Chris Miller-Christopher Knights-Conrad Vernon-Vinnie Jones-Steve Jones-Nick Fletcher-Danny Jacobs-Dan O Connor-Eric Darnell-Stephen Kearin-Emily Nordwind-Asucena Jimenez",N/A,"7.8","N/A","Adventure-Family-Animation-Comedy","ch/0"
2021-00-23 19:42:53,"6.6","United States of America","Madagascar: Escape 2 Africa","Still together. Still lost!","Etan Cohen","2008",1:29:24,"N/A","The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.","Eric Darnell-Tom McGrath","DreamWorks Animation","N/A","2008-11-07","Ben Stiller-Chris Rock-David Schwimmer-Jada Pinkett Smith-Sacha Baron Cohen-Cedric the Entertainer-Andy Richter-Bernie Mac-Alec Baldwin-Sherri Shepherd-Will.i.am-Elisa Gabrielli-Tom McGrath-Chris Miller-Christopher Knights-Conrad Vernon-Quinn Dempsey Stiller-Declan Swift-Fred Tatasciore-Eric Darnell-Willow Smith-Thomas Stanley-Zachary Gordon-Meredith Vieira-Lesley Stahl-Al Roker-David Soren-Phil LaMarr-Stephen Kearin-Dan O Connor-Edie Mirman-Fergie-Harland Williams-Danny Jacobs-Bridget Hoffman-Terrence Hardy Jr.-Conner Rayburn-Holly Dorff-David P. Smith-Lynnanne Zager-Jackie Gonneau-John Eric Bentley-John DiMaggio-Josephs Quartzy",N/A,"6.4","N/A","Family-Animation-Adventure-Comedy","ch/0"
2021-00-23 19:44:26,"7.2","United States of America","Megamind","His brain is off the chain.","Alan J. Schoolcraft-Brent Simons-Shane Prigmore-Andy Schuhler","2010",1:36:35,"N/A","After super-villain Megamind (Ferrell) kills his good-guy nemesis, Metro Man (Pitt), he becomes bored since there is no one left to fight. He creates a new foe, Tighten (Hill), who, instead of using his powers for good, sets out to destroy the world, positioning Megamind to save the day for the first time in his life.","Tom McGrath","DreamWorks Animation","N/A","2010-11-05","Will Ferrell-Brad Pitt-Tina Fey-Jonah Hill-David Cross-Ben Stiller-Justin Theroux-Jessica Schulte-Tom McGrath-Emily Nordwind-J.K. Simmons-Ella Olivia Stiller-Quinn Dempsey Stiller-Brian Hopkins-Christopher Knights-Mike Mitchell-Jasper Johannes Andrews-Jack Blessing-Stephen Kearin",N/A,"7.2","N/A","Action-Animation-Comedy-Family-Science Fiction-Crime-Fantasy","ch/7"
2021-00-23 19:44:42,"4.9","United States of America","Mickey, Donald, Goofy: The Three Musketeers","All for fun and fun for all","David M. Evans-Evan Spiliotopoulos-Robin Kingsland","2004",1:08:42,"N/A","Mickey, Donald and Goofy are the French three Musketeers.","Donovan Cook","Disney Television Animation","N/A","2004-08-17","Wayne Allwine-Tony Anselmo-Bill Farmer-Russi Taylor-Tress MacNeille-Jim Cummings-April Winchell-Jeff Bennett-Maurice LaMarche-Rob Paulsen-Shannon Gregory-Frank Welker-Jess Harnell",N/A,"3.6","N/A","Adventure-Animation-Comedy-Family-Musical-Romance","G"
2021-00-23 19:46:57,"4.9","United States of America","Minions","Before Gru, they had a history of bad bosses","Brian Lynch","2015",1:31:58,"N/A","Ever since the dawn of time, the Minions have lived to serve the most despicable of masters. From the T-Rex to Napoleon, the easily distracted tribe has helped the biggest and the baddest of villains. Now, join protective leader Kevin, teenage rebel Stuart, and lovable little Bob on a global road trip. They ll earn a shot to work for a new boss, the world s first female supervillain, and try to save all of Minionkind from annihilation.","Kyle Balda-Pierre Coffin","Illumination Entertainment","N/A","2015-07-08","Sandra Bullock-Jon Hamm-Michael Keaton-Allison Janney-Steve Coogan-Jennifer Saunders-Geoffrey Rush-Steve Carell-Pierre Coffin-Katy Mixon-Michael Beattie-Hiroyuki Sanada-Dave Rosenbaum-Alex Dowding-Paul Thornley-Kyle Balda-Ava Acres-Sherry Lynn-Mickie McGowan-Carlos Alazraqui-Lori Alan-Daniel Barker-Bob Bergen-Melanie Bond-Jim Cummings-John Cygan-Brian T. Delaney-Bill Farmer-Keith Ferguson-Jess Harnell-Eve Karpf-John Kassir-Lewis Macleod-Danny Mann-Mona Marshall-Gary Martin-Laraine Newman-Andy Nyman-Alexander Polinsky-Jan Rabson-Christopher Ragland-Mindy Sterling-Tara Strong-Jim Ward-Colette Whitaker-James Daniel Wilson",N/A,"5.5","N/A","Comedy-Adventure-Family-Animation-Crime-Science Fiction","ch/6"
2021-00-23 19:48:10,"6.7","United States of America","Missing Link","Meet Mr. Link","Chris Butler","2019",1:34:26,"1","Mr. Link recruits explorer Sir Lionel Frost to help find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, this trio of explorers travel the world to help their new friend.","Chris Butler","Laika Entertainment","N/A","2019-04-05","Hugh Jackman-Zoe Saldana-Zach Galifianakis-Stephen Fry-Timothy Olyphant-Emma Thompson-Amrita Acharia-Matt Lucas-Ching Valdes-Aran-David Walliams-Humphrey Ker-Adam Godley-Neil Dickson-Ian Ruskin-Matthew Wolf-Darren Richardson-Alan Shearman-Jack Blessing-Richard Miro-Leila Birch-Jean Gilpin-Peter Lavin-Tom Muggeridge-Jimmy Hibbert-David Holt-Christopher Neame-Moira Quirk-Maebel Rayner-Alexander Rodriguez-Julian Stone-Nick Toren-Kirk Baily-David Berón-William Calvert-David Cowgill-Kerry Gutierrez-Bridget Hoffman-Scott Menville-Erin Myles-Juan Pacheco-Paul Pape-André Sogliuzzo-Scott Whyte-Phal Tong Lama-Yangchen Dolkar Gakyil-Tharlam Dolma Wolfe",N/A,"N/A","N/A","Animation-Comedy-Adventure-Fantasy-Family","ch/6"
2021-04-01 14:38:38,"8.8","United States of America","The Mitchells vs the Machines","Saving the world can be a trip.","Jeff Rowe-Michael Rianda","2021",1:50:39,"1","A quirky, dysfunctional family s road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity s unlikeliest last hope.","Michael Rianda","Lord Miller Productions","Mitchells vs the Machines","2021-04-30","Abbi Jacobson-Danny McBride-Maya Rudolph-Olivia Colman-Michael Rianda-Eric André-Fred Armisen-Beck Bennett-Chrissy Teigen-John Legend-Charlyne Yi-Blake Griffin-Conan O Brien-Melissa Sturm-Doug Nicholas-Ellen Wightman-Sasheer Zamata-Elle Mills-Alex Hirsch-Jay Pharoah-Natalie Canizares-Jeff Rowe-Zeno Robinson-Grey DeLisle-Will Allegra-Alison Rich-Madeleine McGraw-Doug the Pug",N/A,"9.8","N/A","Animation-Comedy-Family-Science Fiction-Adventure-Action","PG"
2021-00-23 19:51:51,"8.9","United States of America","Moana","The ocean is calling.","Ron Clements-John Musker-Chris Williams-Don Hall-Pamela Ribon","2016",1:47:13,"N/A","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana s island, she answers the Ocean s call to seek out the Demigod to set things right.","Ron Clements-John Musker","Walt Disney Pictures","N/A","2016-11-23","Auli i Cravalho-Dwayne Johnson-Rachel House-Temuera Morrison-Jemaine Clement-Nicole Scherzinger-Alan Tudyk-Louise Bush-Christopher Jackson-Oscar Kightley-Troy Polamalu-Puanani Cravalho",N/A,"9.5","N/A","Adventure-Comedy-Family-Fantasy-Musical-Animation-Children","ch/6"
2021-00-23 19:55:26,"8.1","United States of America","Monsters University","School never looked this scary.","Daniel Gerson-Robert L. Baird-Louis Gonzales-Doc Kane-Kelsey Mann","2013",1:44:17,"1","A look at the relationship between Mike Wazowski (Billy Crystal) and James P.  Sully  Sullivan (John Goodman) during their days at Monsters University, when they weren t necessarily the best of friends.","Dan Scanlon","Pixar","N/A","2013-06-21","Billy Crystal-John Goodman-Steve Buscemi-Helen Mirren-Peter Sohn-Joel Murray-Sean Hayes-Dave Foley-Charlie Day-Alfred Molina-Tyler Labine-Nathan Fillion-Aubrey Plaza-Bobby Moynihan-Noah Johnston-Julia Sweeney-Bonnie Hunt-John Krasinski-Bill Hader-Beth Behrs-Bob Peterson-John Ratzenberger-Lori Alan-Carlos Alazraqui-Jack Angel-Bob Bergen-Gregg Berger-Rodger Bumpass-Neil Campbell-Ava Acres-Sherry Lynn-Paul Lazenby-Aramé Scott-Joseph John Schirle-Kristen Li-Davin Ransom-Raymond Ochoa-Calum John-Montse Hernandez-Mason Cook-Makenna Cowgill-Tyree Brown-Jack Bright-Isabella Acres-April Winchell-Colette Whitaker-Jim Ward-Marcia Wallace-David Theune-Tara Strong-Mindy Sterling-Joel Spence-Betsy Sodaro-Patrick Seitz-Dan Scanlon-Jan Rabson-Cristina Pucelli-Jeff Pidgeon-Dannah Feinglass Phirman-Donovan Patton-Bret  Brook  Parker-Colleen O Shaughnessey-Laraine Newman-David Neher-Pam Murphy-Matthew Mercer-Alec Medlock-Allan McLeod-Mickie McGowan-Tricia McAlpin-Mona Marshall-Jason Marsden-Danny Mann-Dawnn Lewis-Elissa Knight-John Kassir-Brandon Johnson-Jess Harnell-Mike Hanford-Daniel Gerson-Teresa Ganzel-Donald Fullilove-Andy Fischer-Price-Keith Ferguson-Bill Farmer-Paul Eiding-Greg Dykstra-John Cygan-Sean Conroy-Patrick Carlyle-Natalie Jane Dang-Gage Davenport-Ethan Louis Samuels DiSalvio-Faith Goblirsch-Brooke Klinger-Nikolas Michailidis-Marley Pearson-Lindsay Lefler",N/A,"8","N/A","Family-Animation-Comedy-Fantasy-Adventure","ch/6"
2021-00-23 19:53:51,"9","United States of America","Monsters, Inc.","We Scare Because We Care.","Andrew Stanton-Jill Culton-Jeff Pidgeon-Ralph Eggleston-Daniel Gerson","2001",1:32:16,"1","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.","Pete Docter","Pixar","N/A","2001-11-02","John Goodman-Billy Crystal-Mary Gibbs-Steve Buscemi-James Coburn-Bob Peterson-John Ratzenberger-Jennifer Tilly-Frank Oz-Daniel Gerson-Steve Susskind-Bonnie Hunt-Jeff Pidgeon-Samuel Lord Black-Jack Angel-Bob Bergen-Rodger Bumpass-Gino Conforti-Jennifer Darling-Patti Deutsch-Pete Docter-Bobby Edner-Ashley Edner-Paul Eiding-Katie Scarlettr-Bill Farmer-Keegan Farrell-Pat Fraley-Teresa Ganzel-Taylor Gifaldi-Marc John Jefferies-Joe Lala-Noah Luke-Sherry Lynn-Danny Mann-Mona Marshall-Mickie McGowan-Laraine Newman-Kay Panabaker-Bret  Brook  Parker-Phil Proctor-Josh Qualtieri-Guido Quaroni-Jan Rabson-Lisa Raggio-Joe Ranft-Sophia Ranft-Katherine Ringgold-Bob Scott-David Silverman-Jim Thornton-Lee Unkrich",N/A,"9.6","N/A","Family-Fantasy-Animation-Comedy-Adventure","ch/7"
2021-00-23 19:56:48,"5.1","United Kingdom-United States of America","Mowgli: Legend of the Jungle","The greatest journey is finding where you belong","Rudyard Kipling-Callie Kloves-John Greaves","2018",1:45:53,"N/A","A human child raised by wolves must face off against a menacing tiger named Shere Khan, as well as his own origins.","Andy Serkis","The Imaginarium","N/A","2018-12-07","Rohan Chand-Christian Bale-Andy Serkis-Benedict Cumberbatch-Cate Blanchett-Freida Pinto-Naomie Harris-Peter Mullan-Eddie Marsan-Louis Ashbourne Serkis-Matthew Rhys-Jack Reynor-Tom Hollander-Keveshan Pillay-Jayden Fowora-Knight-Georgie Farmer-Riaz Mansoor-John Benfield",N/A,"5.3","N/A","Adventure-Fantasy-Drama","PG-13"
2021-00-23 19:58:03,"8.5","United States of America","Mulan","Going your own way requires the greatest courage","David Reynolds-Rita Hsiao-Philip LaZebnik-Lorna Cook-Burny Mattinson","1998",1:28:50,"N/A","A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.","Tony Bancroft-Barry Cook","Walt Disney Animation Studios","N/A","1998-06-19","Ming-Na Wen-Eddie Murphy-BD Wong-Miguel Ferrer-Harvey Fierstein-Freda Foh Shen-June Foray-James Hong-Miriam Margolyes-Pat Morita-Marni Nixon-Soon-Tek Oh-Donny Osmond-Lea Salonga-James Shigeta-George Takei-Jerry Tondo-Gedde Watanabe-Frank Welker-Matthew Wilder-Tom Amundsen-Arminae Austen-Mary Kay Bergman-Susan Boyd-Julianne Buescher-Steve Bulen-Corey Burton-Mitch Carter-Robert Clotworthy-David Cowgill-Sally Dworsky-Beth Fowler-Donald Fullilove-Elisa Gabrielli-Jack Gilpin-Sandie Hall-Richard Steven Horvitz-Linda Kerns-Matthew Labyorteaux-Conan Lee-Dana Lee-Edie Lehmann Boddicker-Luisa Leschin-Christina Ma-Susan McBride-Haunani Minn-Edie Mirman-Mark Moseley-Patrick Pinney-Peter Renaday-Maurita L. Thornburgh-John Walcutt-Claudette Wells-Jack Angel-Jeff Bennett-Bob Bergen-Rodger Bumpass-George Dvorsky-Bill Farmer-Merwin Foard-Phil Proctor-Chris Sanders",N/A,"8.6","N/A","Animation-Family-Adventure-Action-Fantasy-Musical-War-Drama-History-Martial Arts-Romance","ch/7"
2021-00-23 23:33:20,"8.1","Germany","The NeverEnding Story","A boy who needs a friend finds a world that needs a hero in a land beyond imagination!","Wolfgang Petersen-Michael Ende-Herman Weigel-Robert Easton","1984",1:41:12,"N/A","Bastian is a young boy who lives a dreary life being tormented by school bullies. On one such occasion he escapes into a book shop where the old proprieter reveals an ancient story-book to him, which he is warned can be dangerous. Shortly after, he  borrows  the book and begins to read it in the school attic where he is drawn into the mythical land of Fantasia, which desperately needs a hero to save it from destruction.","Wolfgang Petersen","Constantin Film","NeverEnding Story","1984-07-20","Barret Oliver-Tami Stronach-Gerald McRaney-Chris Eastman-Darryl Cooksey-Nicholas Gilbert-Thomas Hill-Deep Roy-Tilo Prückner-Moses Gunn-Noah Hathaway-Sydney Bromley-Patricia Hayes-Beth Anderson-Donald Arthur-Bernd Eichinger-Dee Harris-Frank Lenart-Alan Oppenheimer-Wolfgang Petersen-Heinz Reincke-Silvia Seidel-Brian Wheeler",N/A,"8","Die unendliche Geschichte","Family-Fantasy-Adventure-Drama","PG"
