Added,Audience Rating,Country,Title,Tagline,Writers,Year,Duration,View Count,Summary,Directors,Studio,Sort title,Release Date,Roles,Labels,Rating,Original Title,Genre,Content Rating
2021-00-23 4:28:12,"8.3","United States of America","Fantasia","The most sensational sound you ll ever see!","Joe Grant-Dick Huemer","1940",2:04:28,"N/A","Walt Disney s timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.","David Hand-James Algar-Samuel Armstrong-Ben Sharpsteen-William Roberts-Paul Satterfield-Hamilton Luske-Jim Handley-Ford Beebe-T. Hee-Wilfred Jackson-Norman Ferguson","Walt Disney Pictures","N/A","1940-11-13","Deems Taylor-Walt Disney-Julietta Novis-Leopold Stokowski",N/A,"9.5","N/A","Fantasy-Animation-Musical-Family-Music","G"
2021-00-23 4:28:15,"8.4","United States of America","Finding Dory","An unforgettable journey she probably won t remember.","Andrew Stanton-Bob Peterson-Victoria Strouse-Matt Jones","2016",1:37:04,"N/A","Dory is a wide-eyed, blue tang fish who suffers from memory loss every 10 seconds or so. The one thing she can remember is that she somehow became separated from her parents as a child. With help from her friends Nemo and Marlin, Dory embarks on an epic adventure to find them. Her journey brings her to the Marine Life Institute, a conservatory that houses diverse ocean species.","Andrew Stanton","Pixar","N/A","2016-06-17","Ellen DeGeneres-Albert Brooks-Ed O Neill-Hayden Rolence-Diane Keaton-Eugene Levy-Ty Burrell-Kaitlin Olson-Idris Elba-Dominic West-Kate McKinnon-Bill Hader-Andrew Stanton-Torbin Xan Bullock-Bennett Dammann-Bob Peterson-Alexander Gould-Katherine Ringgold-John Ratzenberger-Angus MacLane-Willem Dafoe-Brad Garrett-Allison Janney-Austin Pendleton-Stephen Root-Vicki Lewis-Jerome Ranft-Sloane Murray-Lucia Geddes-Gabriel C. Brown-Sigourney Weaver-Riley Lio",N/A,"9.4","N/A","Animation-Family-Adventure-Comedy","ch/0"
2021-00-23 4:28:13,"8.6","United States of America","Finding Nemo","There are 3.7 trillion fish in the ocean. They re looking for one.","Andrew Stanton-Bob Peterson-David Reynolds-Jim Capobianco-Ronnie del Carmen","2003",1:41:54,"1","Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist s office aquarium. It s up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","Andrew Stanton","Pixar","N/A","2003-05-30","Albert Brooks-Ellen DeGeneres-Alexander Gould-Willem Dafoe-Brad Garrett-Allison Janney-Austin Pendleton-Stephen Root-Vicki Lewis-Joe Ranft-Geoffrey Rush-Andrew Stanton-Elizabeth Perkins-Nicholas Bird-Bob Peterson-Barry Humphries-Eric Bana-Bruce Spence-Bill Hunter-LuLu Ebeling-Jordan Ranft-Erica Beck-Erik Per Sullivan-John Ratzenberger",N/A,"9.9","N/A","Animation-Family-Fantasy-Comedy-Adventure","ch/0"
2021-00-23 22:07:00,"7.8","United States of America","The Fox and the Hound","A story of two friends who didn t know they were supposed to be enemies.","Larry Clemmons-Vance Gerry-Burny Mattinson-David Michener-Steve Hulett","1981",1:23:55,"N/A","When an adopted fox and a to-be hunting hound become inseparable friends as pups, their friendship grows stronger every day in their  childhood.  But as they grow older, they grow farther and farther apart, to the day when the two old comrades  bond is put to the ultimate test.","Ted Berman-Art Stevens-Richard Rich","Walt Disney Pictures","Fox and the Hound","1981-07-10","Mickey Rooney-Kurt Russell-Pearl Bailey-Jack Albertson-Sandy Duncan-Jeanette Nolan-Pat Buttram-John Fiedler-John McIntire-Richard Bakalyan-Paul Winchell-Keith Coogan-Corey Feldman-Clarence Nash-James MacDonald",N/A,"7","N/A","Adventure-Animation-Drama-Family","G"
2021-00-23 4:28:15,"8.5","United States of America","Frozen","Only the act of true love will thaw a frozen heart.","Chris Buck-Hans Christian Andersen-Shane Morris-Jennifer Lee-Nicole Mitchell","2013",1:45:11,"N/A","When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.","Chris Buck-Jennifer Lee","Walt Disney Pictures","N/A","2013-11-27","Kristen Bell-Idina Menzel-Jonathan Groff-Frank Welker-Josh Gad-Santino Fontana-Alan Tudyk-Ciarán Hinds-Chris Williams-Stephen J. Anderson-Maia Wilson-Edie McClurg-Robert Pine-Maurice LaMarche-Spencer Lacey Ganus-Livvy Stubenrauch-Eva Bella-Jesse Corti-Jeffrey Marcus-Tucker Gilmore-Ava Acres-Stephen Apostolina-Annaleigh Ashford-Kirk Baily-Jenica Bergere-David Boat-Paul Briggs-Tyree Brown-Woody Buck-June Christopher-Lewis Cleale-Wendy Cutler-Terri Douglas-Eddie Frierson-Jean Gilpin-Jackie Gonneau-Nicholas Guest-Bridget Hoffman-Nick Jameson-Daniel Kaz-John Lavelle-Jennifer Lee-Patricia Lentz-Annie Lopez-Katie Lowes-Mona Marshall-Dara McGarry-Scott Menville-Adam Overett-Paul Pape-Courtney Peldon-Jennifer Perry-Raymond S. Persi-Jean-Michel Richaud-Lynwood Robinson-Carter Sand-Jadon Sand-Katie Silverman-Pepper Sweeney-Fred Tatasciore",N/A,"9","N/A","Musical-Fantasy-Comedy-Family-Animation-Adventure-Children","ch/6"
2021-00-23 4:28:11,"9.2","United States of America","Frozen II","The past is not what it seems.","Allison Schroeder","2019",1:43:14,"N/A","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa s powers in order to save their kingdom.","Chris Buck-Jennifer Lee","Walt Disney Pictures","N/A","2019-11-22","Kristen Bell-Idina Menzel-Josh Gad-Jonathan Groff-Sterling K. Brown-Evan Rachel Wood-Alfred Molina-Martha Plimpton-Jason Ritter-Rachel Matthews-Jeremy Sisto-Ciarán Hinds-Alan Tudyk-Hadley Gannaway-Mattea Conforti-Aurora Aksnes-Santino Fontana-Livvy Stubenrauch-Eva Bella-Maia Wilson-Stephen J. Anderson-Paul Briggs-Jackson Stein-Delaney Rose Stein-Halima V. Hudson-Isabella Acres-Stephen Apostolina-Kimberly Bailey-David Boat-June Christopher-Antonio Raul Corbo-David Cowgill-Wendy Cutler-Hudson D Andrea-Grey DeLisle-Jessica DiCicco-Terri Douglas-Robin Atkin Downes-Nick Fisher-Jackie Gonneau-Franck Gourlat-Daniel Kaz-Phil LaMarr-Arnaud Léonard-Mimi Maynard-Scott Menville-Melanie Minichino-Max Mittelman-Matt Nolan-Capri Oliver-Arthur Ortiz-Paul Pape-Michael Ralph-Akai Robinson-Lynwood Robinson-Maddix Robinson-Kaitlyn Robrock-Violet Grace Schaffer-Pepper Sweeney-Fred Tatasciore-Jean-Alain Velardo-Kari Wahlgren-Matthew Wood",N/A,"7.8","N/A","Adventure-Animation-Comedy-Family-Fantasy-Musical-Children-Drama-Romance","ch/6"
2021-00-23 4:28:12,"7.6","United States of America","Hercules","Zero to Hero!","Ron Clements-John Musker-Irene Mecchi-Don McEnery-Bob Shaw","1997",1:33:12,"N/A","Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who s plotting to take over Mount Olympus!","Ron Clements-John Musker","Walt Disney Animation Studios","N/A","1997-06-27","Tate Donovan-Josh Keaton-Roger Bart-Danny DeVito-James Woods-Susan Egan-Bobcat Goldthwait-Matt Frewer-Rip Torn-Samantha Eggar-Barbara Barrie-Hal Holbrook-Paul Shaffer-Amanda Plummer-Carole Shelley-Paddi Edwards-Charlton Heston-Lillias White-Cheryl Freeman-LaChanze-Roz Ryan-Jim Cummings-Keith David-Wayne Knight-Sherry Lynn-Mickie McGowan-Jack Angel-Debi Derryberry-Patrick Pinney",N/A,"8.4","N/A","Animation-Family-Fantasy-Adventure-Comedy-Romance-Musical","G"
2021-00-23 4:28:13,"8","United States of America","Home Alone","A family comedy without the family.","Leslie Bricusse-John Hughes","1990",1:43:54,"N/A","Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin s house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.","Chris Columbus","Hughes Entertainment","N/A","1990-11-16","Macaulay Culkin-Joe Pesci-Daniel Stern-John Heard-Catherine O Hara-Roberts Blossom-Devin Ratray-Michael C. Maronna-Hillary Wolf-Angela Goethals-Gerry Bamman-Terrie Snell-Daiana Campeanu-Kieran Culkin-Kristin Minter-John Candy-Ralph Foody-Michael Guido-Larry Hankin-Ken Hudson Campbell-Hope Davis-Billie Bird-Bill Erwin-Jeffrey Wiseman-Virginia Smith-Ray Toler-Clarke Devereux-D. Danny Warhol-Matt Doherty-Jedidiah Cohen-Senta Moses-Anna Slotky-Gerry Becker-Victor Cole-Porscha Radcliffe-Brittany Radcliffe-Peter Siragusa-Alan Wilder-Dianne B. Shaw-James Ryan-Mark Beltzman-Ann Whitney-Jim Ortlieb-Monica Devereux-Lynn Mansbach-Tracy J. Connor-Sandra Macat-Richard J. Firfer-Kate Johnson-Michael Hansen-Peter Pantaleo-Jean-Claude Sciore-Edward Bruzan-Frank Cernugel-Eddie Korosa-Robert Okrzesik-Leo Perion-Vince Waidzulis-John Hardy",N/A,"6.6","N/A","Comedy-Family","PG"
2021-00-23 4:28:11,"6.1","United States of America","Home Alone 2: Lost in New York","He s up past his bedtime in the city that never sleeps.","John Hughes","1992",2:00:01,"N/A","One year after Kevin McCallister was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself stranded in New York City - and the same criminals are not far behind.","Chris Columbus","20th Century Fox","N/A","1992-11-20","Macaulay Culkin-Joe Pesci-Daniel Stern-Catherine O Hara-John Heard-Devin Ratray-Hillary Wolf-Maureen Elisabeth Shay-Michael C. Maronna-Gerry Bamman-Terrie Snell-Jedidiah Cohen-Senta Moses-Daiana Campeanu-Kieran Culkin-Anna Slotky-Tim Curry-Brenda Fricker-Eddie Bracken-Dana Ivey-Rob Schneider-Leigh Zimmerman-Ralph Foody-Clare Hoak-Monica Devereux-Bob Eubanks-Rip Taylor-Jaye P. Morgan-Jimmie Walker-Patricia Devereux-Aimee Devereux-A.M. Columbus-Joe Liss-Teri McEvoy-Ally Sheedy-Harry Hutchinson-Clarke Devereux-Sandra Macat-Venessia Valentino-Andre Lachaumette-Rick Shafer-Rod Sell-Ron Canada-Cedric Young-William D Ambra-Mark Morettini-Fred Krause-James Cole-Donald Trump-Warren Rice-Thomas Civitano-Daniel Dassin-Donna Black-Abdoulaye N Gom-Peter Pantaleo-Michael Hansen-Michael Goldfinger-Mario Todisco-Anthony Cannata-Eleanor Columbus-Karen Giordano-Fran McGee-Leonard Tepper-Kevin Thomas-Al Cerullo-Dan Buckman-Laurence S. Chess-Chris Columbus-Jonathon Gentry-Eric Ian-Karen Jensen-Clark-Jeffrey Landman-Eden Riegel-Mike Sode-Paul Zimmerman",N/A,"3.4","N/A","Comedy-Family-Adventure-Crime","PG"
2021-00-23 4:28:14,"7.2","United States of America","Hotel Transylvania","Even monsters need a vacation","Dan Hageman","2012",1:32:31,"N/A","Welcome to Hotel Transylvania, Dracula s lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis s 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!","Genndy Tartakovsky","Columbia Pictures","N/A","2012-09-28","Adam Sandler-Andy Samberg-Selena Gomez-Kevin James-Fran Drescher-Steve Buscemi-Molly Shannon-David Spade-Cee Lo Green-Sadie Sandler-Jon Lovitz-Luenell-Chris Parnell-Brian George-Brian Stack-Jackie Sandler-Rob Riggle-Paul Brittain-Robert Smigel-Jonny Solomon-Jim Wise-Craig Kellman-Brian McCann-James C.J. Williams-Ashley Lambert-Rose Abdoo-Kirk Baily-Ranjani Brow-Corey Burton-Cam Clarke-Michael Corbett-Allen Covert-Rachel Crane-Collin Dean-Eddie Frierson-Bridget Hoffman-Rif Hutton-Tom Kenny-Scott Menville-Edie Mirman-Jessica Pennington-Alec Rosenthal-Katie Silverman-John Hans Tester-Sarah Thyre-Chris Titone-David Zyler-Maddie Taylor",N/A,"4.5","N/A","Animation-Comedy-Family-Adventure-Fantasy-Horror-Romance-Action","ch/8"
2021-00-23 4:28:19,"6.3","United States of America","Hotel Transylvania 2","They re back to raise a little terror","Adam Sandler-Robert Smigel","2015",1:29:18,"N/A","Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.","Genndy Tartakovsky","Sony Pictures","N/A","2015-09-25","Adam Sandler-Andy Samberg-Selena Gomez-Kevin James-Steve Buscemi-David Spade-Keegan-Michael Key-Asher Blinkoff-Fran Drescher-Molly Shannon-Megan Mullally-Nick Offerman-Dana Carvey-Rob Riggle-Mel Brooks-Jonny Solomon-Chris Kattan-Sadie Sandler-Sunny Sandler-Jon Lovitz-Robert Smigel-Ava Acres-Cole Sand-Rose Abdoo-Luenell-Melissa Sturm-Paul Brittain-Chris Parnell-Allen Covert-Stephen Apostolina-Brian T. Delaney-Aaron LaPlante-Steve Blum-Melendy Britt-David Cowgill-Jessica Gee-George-Grant George-Nicholas Guest-Todd Haberkorn-Jess Harnell-Bridget Hoffman-Lex Lang-Mona Marshall-Joseph Sanfelippo-Kirk Thornton-Matthew Wolf-Eva Bella-Jaeden Bettencourt-Mia Sinclair Jenness-Logan Kishi-Megan Richie-Andre Robinson-Carter Sand-Gunnar Sizemore-Fred Tatasciore-Kari Wahlgren-Audrey Wasilewski-Debra Wilson-Jim Wise-Michael-Leon Wooley-Lynnanne Zager-Nick Swardson-Jared Sandler",N/A,"5.5","N/A","Animation-Comedy-Family-Action-Adventure-Fantasy-Horror-Romance","ch/6"
2021-00-23 4:28:19,"4.8","United States of America","Hotel Transylvania 3: Summer Vacation","Family vacation. It will suck the life out of you.","Michael McCullers-Genndy Tartakovsky","2018",1:37:23,"N/A","Mavis surprises Dracula with a family voyage on a luxury Monster Cruise Ship so he can take a vacation from providing everyone else s vacation at the hotel. The rest of Drac s Pack cannot resist going along. But once they leave port, romance arises when Dracula meets the mysterious ship Captain, Ericka. Now it s Mavis  turn to play the overprotective parent.","Genndy Tartakovsky","Columbia Pictures","N/A","2018-07-13","Adam Sandler-Andy Samberg-Selena Gomez-Kevin James-David Spade-Steve Buscemi-Keegan-Michael Key-Molly Shannon-Fran Drescher-Kathryn Hahn-Jim Gaffigan-Mel Brooks-Asher Blinkoff-Sadie Sandler-Genndy Tartakovsky-Chrissy Teigen-Alison Hammond-Joe Whyte-Aaron LaPlante-Michelle Murdocca-Joyce Arrastia-Sunny Sandler-Tara Strong-Libby Thomas Dickey-Patrick Harpin-Craig Kellman-Jaime Camil-Joe Jonas-Chris Parnell-Fred Tatasciore-Kari Wahlgren-Brian T. Delaney-Robin Atkin Downes-Jessica Gee-George-Grant George-Todd Haberkorn-Rif Hutton-Lex Lang-Mona Marshall-Andrew Morgado-Michelle Ruff-Joseph Sanfelippo-Keith Silverstein-Kirk Thornton-Amanda Troop-Audrey Wasilewski-Debra Wilson-Michael-Leon Wooley",N/A,"6.2","N/A","Comedy-Animation-Family-Adventure-Fantasy-Horror-Romance","ch/6"
2021-00-23 19:26:24,"9.1","United States of America","How to Train Your Dragon","One adventure will change two worlds","Cressida Cowell-Chris Sanders-Dean DeBlois-Will Davies-Stephan Franck","2010",1:38:51,"N/A","As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father","Chris Sanders-Dean DeBlois","DreamWorks Animation","N/A","2010-03-26","Jay Baruchel-Gerard Butler-Craig Ferguson-America Ferrera-Jonah Hill-Christopher Mintz-Plasse-T. J. Miller-Kristen Wiig-David Tennant-Ashley Jensen-Robin Atkin Downes-Philip McGrade-Kieron Elliott",N/A,"9.9","N/A","Fantasy-Action-Adventure-Animation-Family-Drama","ch/0"
2021-00-23 19:27:17,"8.9","United States of America","How to Train Your Dragon 2","The training is over.","Dean DeBlois","2014",1:42:55,"N/A","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","Dean DeBlois","DreamWorks Animation","N/A","2014-06-13","Jay Baruchel-Cate Blanchett-Gerard Butler-Craig Ferguson-America Ferrera-Jonah Hill-Christopher Mintz-Plasse-T. J. Miller-Kristen Wiig-Djimon Hounsou-Kit Harington-Kieron Elliott-Philip McGrade-Andrew Ableson-Gideon Emery-Simon Kassianides-Randy Thom",N/A,"9.1","N/A","Family-Comedy-Animation-Fantasy-Action-Adventure","ch/6"
2021-00-23 19:30:03,"8.6","Japan-United States of America","How to Train Your Dragon: The Hidden World","The friendship of a lifetime","Cressida Cowell-Dean DeBlois-Chris Palmer","2019",1:44:06,"N/A","As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless  discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.","Dean DeBlois","DreamWorks Animation","N/A","2019-02-22","Jay Baruchel-America Ferrera-F. Murray Abraham-Cate Blanchett-Gerard Butler-Craig Ferguson-Jonah Hill-Christopher Mintz-Plasse-Kristen Wiig-Kit Harington-Justin Rupple-Robin Atkin Downes-Kieron Elliott-Julia Emelin-Gideon Emery-Ashley Jensen-AJ Kane-Ólafur Darri Ólafsson-James Sie-David Tennant",N/A,"9","N/A","Animation-Family-Action-Adventure-Fantasy-Comedy-Drama-Romance","ch/6"
2021-00-23 22:10:28,"7","United States of America","The Hunchback of Notre Dame","Join the party!","Jonathan Roberts-Victor Hugo-Stephen Schwartz-Irene Mecchi-Tab Murphy","1996",1:31:59,"N/A","At the urging of his gargoyle pals, Quasimodo leaves the solitary safety of his Notre Dame tower against the wishes of his guardian, the evil Judge Claude Frollo. He ventures out to the Festival of Fools and finds his first true friend, a Romani woman named Esmeralda, who entrusts him with a secret. When the secret is revealed, Quasi soon finds himself fighting to save the people and city he loves.","Gary Trousdale-Kirk Wise","Walt Disney Pictures","Hunchback of Notre Dame","1996-06-21","Tom Hulce-Demi Moore-Heidi Mollenhauer-Tony Jay-Kevin Kline-Charles Kimbrough-Mary Wickes-Jane Withers-Jason Alexander-Paul Kandel-Mary Kay Bergman-David Ogden Stiers-Gary Trousdale-Corey Burton-Bill Fagerbakke-Jim Cummings-Patrick Pinney-Frank Welker-Jack Angel-Joan Barber-Scott Barnes-Bob Bergen-Susan Blu-Maureen Brennan-Rodger Bumpass-Victoria Clark-Philip L. Clarke-Jennifer Darling-Debi Derryberry-Jonathan Dokuchitz-Bill Farmer-Laurie Faso-Merwin Foard-Dana Hill-Judy Kaye-Eddie Korbich-Alix Korey-Michael Lindsay-Sherry Lynn-Mona Marshall-Howard McGillin-Mickie McGowan-Anna McNeely-Bruce Moore-Denise Pickering-Phil Proctor-Jan Rabson-Peter Samuel-Kath Soucie-Gordon Stanley-Mary Stout-Marcelo Tubert",N/A,"7.1","N/A","Family-Animation-Musical-Drama-Romance","G"
2021-00-23 19:31:07,"8.2","United States of America","Ice Age","They came. They thawed. They conquered.","David Silverman-Michael J. Wilson-Michael Berg-Peter Ackerman-Yvette Kaplan","2002",1:21:06,"N/A","Back when the Earth was being overrun by glaciers, and animals were scurrying to save themselves from the upcoming Ice Age, a sloth named Sid, a woolly mammoth named Manny, and a saber-toothed tiger named Diego are forced to become unlikely heroes. The three reluctantly come together when they have to return a human child to its father while braving the deadly elements of the impending Ice Age.","Chris Wedge","20th Century Fox","N/A","2002-03-15","Ray Romano-John Leguizamo-Denis Leary-Goran Visnjic-Jack Black-Cedric the Entertainer-Stephen Root-Diedrich Bader-Alan Tudyk-Lorri Bagley-Jane Krakowski-Peter Ackerman-P.J. Benjamin-Josh Hamilton-Chris Wedge-Denny Dillon-Mitzi McCall-Tara Strong-Darin De Paul-Dann Fink-Patrick Pinney-Phil Proctor",N/A,"7.7","N/A","Animation-Comedy-Family-Adventure","ch/7"
2021-00-23 19:36:37,"8.4","United States of America","Incredibles 2","Back to work.","Brad Bird","2018",1:58:52,"N/A","The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.","Brad Bird","Walt Disney Pictures","N/A","2018-06-15","Craig T. Nelson-Holly Hunter-Sarah Vowell-Huck Milner-Samuel L. Jackson-Catherine Keener-Bob Odenkirk-Sophia Bush-Michael Bird-Brad Bird-Phil LaMarr-Eli Fucile-Isabella Rossellini-Adam Gates-Jonathan Banks-John Ratzenberger-Bill Wise-Nicholas Bird-Paul Eiding-Barry Bostwick-Michael B. Johnson-Jere Burns-Adam Rodríguez-Kimberly Adair Clark",N/A,"9.3","N/A","Action-Adventure-Animation-Family-Science Fiction-Comedy","ch/8"
2021-00-23 19:38:29,"8.9","United States of America","Inside Out","Meet the little voices inside your head.","Pete Docter-Josh Cooley-Ronnie del Carmen-Matt Jones-Meg LeFauve","2015",1:35:50,"1","Growing up can be a bumpy road, and it s no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley s guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley s mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.","Pete Docter","Pixar","N/A","2015-06-19","Amy Poehler-Phyllis Smith-Bill Hader-Kaitlyn Dias-Richard Kind-Lewis Black-Mindy Kaling-Diane Lane-Kyle MacLachlan-Bobby Moynihan-Paula Poundstone-Paula Pell-Dave Goelz-Frank Oz-Josh Cooley-Flea-John Ratzenberger-Carlos Alazraqui-Peter Sagal-Rashida Jones-Lori Alan-Gregg Berger-Aurora Blue-Veronika Bonell-Lola Cooley-John Cygan-Dani Dare-Andrea Datzman-Ronnie del Carmen-Pete Docter-Keith Ferguson-Tony Fucile-Mary Gibbs-Randy Hahn-Carter Hastings-Jacob Hopkins-Emma Hudak-Evan Hudak-Dara Iruka-Molly Jackson-Daniella Jones-Sophia Lee Karadi-Elissa Knight-Erik Langley-Dawnn Lewis-Sherry Lynn-Tony Maki-Mona Marshall-Laraine Newman-Bret  Brook  Parker-Nick Pitera-Phil Proctor-Murray Pearl Schaeffer-Patrick Seitz-Paris Van Dyke-Jim Ward-Lennon Wynn-Dashell Zamm-Bob Bergen-Teresa Ganzel-Jess Harnell-Danny Mann-Mickie McGowan-Jan Rabson",N/A,"9.8","N/A","Animation-Comedy-Family-Drama-Fantasy-Adventure-Children","ch/6"
2021-00-23 22:11:40,"8.2","United States of America","The Jungle Book","The Jungle is JUMPIN !","Rudyard Kipling-Larry Clemmons-Ken Anderson-Vance Gerry-Ralph Wright","1967",1:18:27,"N/A","The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli  The Bare Necessities  of life and the true meaning of friendship.","Wolfgang Reitherman","Walt Disney Productions","Jungle Book","1967-10-18","Bruce Reitherman-Phil Harris-Sebastian Cabot-George Sanders-Sterling Holloway-Louis Prima-J. Pat O Malley-Verna Felton-Clint Howard-Chad Stuart-Lord Tim Hudson-John Abbott-Ben Wright-Darleen Carr-Bill Lee",N/A,"8.8","N/A","Family-Animation-Adventure-Musical","ch/0"
2021-00-23 22:14:50,"8.2","United States of America","The Karate Kid","Only the  Old One  could teach him the secrets of the masters.","Robert Mark Kamen","1984",2:07:55,"N/A","A martial arts master agrees to teach karate to a bullied teenager.","John G. Avildsen","Columbia Pictures","Karate Kid","1984-06-22","Ralph Macchio-Pat Morita-Elisabeth Shue-Martin Kove-Randee Heller-William Zabka-Ron Thomas-Rob Garrison-Chad McQueen-Tony O Dell-Israel Juarbe-William Bassett-Larry B. Scott-Juli Fields-Dana Andersen-Frank Burt Avalon-Jeff Fishman-Ken Daly-Tom Fridley-Pat E. Johnson-Bruce Malmuth-Darryl Vidal-Frances Bay-Christopher Kriesa-Bernie Kuby-Joan Lemmo-Helen Siff-Larry Drake-David Abbott-Molly Basler-Brian Davis-David De Lange-Erik Felix-Peter Jason-Todd Lookinland-Clarence McGee Jr.-William Norren-Sam Scarber-Scott Strader-Chris Casamassa-Donald DeNoyer-Charles Gallant-Katheryn Gallant-Kelly Gallant-David LeBell-Tom Levy-Freeman Love-Monty O Grady-Richard Patrick-Stan Rodarte-Andrew Shue-Sharon Spelman-Milanka Stevens-Nick Stevens-Robert Strong-Duff Tallahassee",N/A,"8.9","N/A","Drama-Action-Family-Sport","PG"
2021-00-23 19:38:52,"8.3","United States of America","Kung Fu Panda","Prepare for awesomeness.","Chris Poche","2008",1:32:10,"N/A","The Dragon Warrior has to clash against the savage Tai Lung as China s fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts.","Mark Osborne-John Stevenson","DreamWorks Animation","N/A","2008-06-06","Jack Black-Dustin Hoffman-Angelina Jolie-Jackie Chan-Lucy Liu-Seth Rogen-David Cross-Ian McShane-Randall Duk Kim-James Hong-Dan Fogler-Michael Clarke Duncan-Wayne Knight-Kyle Gass-JR Reed-Laura Kightlinger-Tanya Haden-Stephen Kearin-Mark Osborne-John Stevenson-Jeremy Shipp-Melissa Cobb-Kent Osborne-Emily Burns-Stephanie Harvey-Riley Osborne",N/A,"8.7","N/A","Comedy-Animation-Family-Action-Adventure","ch/0"
2021-00-23 19:39:20,"7.4","United States of America","Kung Fu Panda 2","Prepare for the Year of Awesomeness!","Charlie Kaufman-Glenn Berger-Jonathan Aibel","2011",1:30:24,"N/A","After a year of being the dragon warrior, obesitized but fearless Po (Black) is a hero in China along with Crane (Cross), Mantis (Rogen), Monkey (Chan), Viper (Liu), Tigress (Jolie), and Shifu (Hoffman). But trouble pops out when villian Shen (Oldman) begins chaos. Everybody is ready to fight, but Po is unprepared when he learns Shen was his enemy in his infancy.","Jennifer Yuh Nelson","DreamWorks Animation","N/A","2011-05-26","Jack Black-Angelina Jolie-Dustin Hoffman-Gary Oldman-Jackie Chan-Lucy Liu-Seth Rogen-David Cross-Michelle Yeoh-James Hong-Danny McBride-Dennis Haysbert-Jean-Claude Van Damme-Victor Garber-Mike Bell-Jason Bertsch-Michael DeMaio-Shane Glick-Lena Golia-April Hong-Joseph Izzo-Alexandra Gold Jourden-Stephen Kearin-Liam Knight-Paul Mazursky-Dan O Connor-Jeremy Shipp-Maury Sterling-Fred Tatasciore-Lauren Tom-Romy Rosemont-Conrad Vernon",N/A,"8.1","N/A","Action-Adventure-Animation-Family-Comedy-Fantasy-Drama","ch/7"
