Added,Audience Rating,Country,Title,Tagline,Writers,Year,Duration,View Count,Summary,Directors,Studio,Sort title,Release Date,Roles,Labels,Rating,Original Title,Genre,Content Rating
2021-00-21 21:13:59,"7.7","Japan","Pom Poko","A Fantastic Tale Of Survival","Hayao Miyazaki-Isao Takahata-Kenji Miyazawa","1994",1:59:11,"N/A","As the human city development encroaches on the raccoon dog population s forest and meadow habitat, the raccoon dogs find themselves faced with the very real possibility of extinction. In response, the raccoon dogs engage in a desperate struggle to stop the construction and preserve their home.","Isao Takahata","Studio Ghibli","N/A","1994-07-16","Shinchou Kokontei-Makoto Nonomura-Nijiko Kiyokawa-Shigeru Izumiya-Kosan Yanagiya-Norihei Miki-Yuriko Ishida-Akira Kamiya-Takehiro Murata-Bunshi Katsura-Gannosuke Ashiya-Beichou Katsura-Yumi Ichihara-Akira Fukuzawa-Kobuhei Hayashiya-Shiho Nagai-Megumi Hayashibara-Osamu Kato-Kevin Michael Richardson",N/A,"8.5","平成狸合戦ぽんぽこ","Animation-Family-Adventure-Fantasy-Comedy-Drama","PG"
2021-00-21 21:13:58,"8.3","Japan","Ponyo","Welcome to a world where anything is possible.","Hayao Miyazaki","2008",1:41:25,"N/A","The son of a sailor, 5-year old Sosuke, lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish.","Hayao Miyazaki","Studio Ghibli","N/A","2008-07-19","Yuria Nara-Hiroki Doi-George Tokoro-Tomoko Yamaguchi-Yuki Amami-Kazushige Nagashima-Akiko Yano-Shinichi Hatori-Tokie Hidari-Rumi Hiiragi-Tomoko Naraoka-Kazuko Yoshiyuki-Eimi Hiraoka-Nozomi Ōhashi-Akiko Takeguchi-Eiko Kanazawa-Akihiko Ishizumi-Tomie Kataoka-Shiro Saito-Mutsumi Sasaki-Keiko Tsukamoto-Ikuko Yamamoto-Michiko Yamamoto-Yoshie Yamamoto-Yusuke Tezuka",N/A,"9.1","崖の上のポニョ","Family-Animation-Comedy-Fantasy-Adventure","G"
2021-00-21 21:13:57,"8.7","Japan","Porco Rosso","A Pig s Got to Fly","Hayao Miyazaki","1992",1:33:20,"N/A","In Early 1930 s era Italy air pirates, bounty hunters and high fliers of all sorts rule the skies. The most cunning and skilled of these pilots is Porco Rosso. A former Ace, he now makes a living flying contract jobs, such as rescuing those kidnapped by air pirates. Donald Curtis, Porco s rival in the air and in catching the affections of women, provides a constant challenge to the hero, culminating in a hilarious, action packed finale.","Hayao Miyazaki","Studio Ghibli","N/A","1992-07-18","Shûichirô Moriyama-Tokiko Katô-Sanshi Katsura-Tsunehiko Kamijô-Akemi Okamura-Akio Otsuka-Hiroko Seki-Reizō Nomoto-Osamu Saka-Yu Shimaka-Mahito Tsujimura-Minoru Yada-Yoko Soumi",N/A,"9.5","紅の豚","Fantasy-Romance-Animation-Adventure-Comedy-Family","PG"
2021-00-21 21:13:32,"9.4","Japan","Princess Mononoke","The Fate Of The World Rests On The Courage Of One Warrior.","Neil Gaiman","1997",2:13:23,"1","On a journey to find the cure for a Tatarigami s curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.","Hayao Miyazaki","Studio Ghibli","N/A","1997-07-12","Yōji Matsuda-Yuriko Ishida-Yūko Tanaka-Kaoru Kobayashi-Masahiko Nishimura-Tsunehiko Kamijô-Sumi Shimamoto-Tetsu Watanabe-Mitsuru Satô-Akira Nagoya-Akihiro Miwa-Mitsuko Mori-Hisaya Morishige",N/A,"9.3","もののけ姫","Action-Adventure-Fantasy-Animation-Anime","PG-13"
2021-00-21 21:13:40,"8","Belgium-France-Japan","The Red Turtle","One of the Best Films of the Year! A Knockout!","Pascale Ferran-Michael Dudok de Wit","2016",1:21:36,"1","A man is shipwrecked on a deserted island and encounters a red turtle, which changes his life.","Michael Dudok de Wit","Why Not Productions","Red Turtle","2016-06-29","Emmanuel Garijo-Tom Hudson-Baptiste Goy-Axel Devillers-Barbara Beretta",N/A,"9.3","La tortue rouge","Science Fiction-Family-Drama-Fantasy-Animation","PG"
2021-00-21 21:14:40,"8.5","Japan","The Secret World of Arrietty","Do not be seen by humans. That s been the law of children of the underfloor.","Hayao Miyazaki-Keiko Niwa","2010",1:35:01,"N/A","The Clock family are four-inch-tall people who live anonymously in another family s residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.","Hiromasa Yonebayashi","Studio Ghibli","Secret World of Arrietty","2010-07-17","Mirai Shida-Ryunosuke Kamiki-Tomokazu Miura-Keiko Takeshita-Kirin Kiki-Shinobu Otake-Tatsuya Fujiwara",N/A,"9.5","借りぐらしのアリエッティ","Fantasy-Animation-Family-Adventure","G"
2021-00-21 21:14:53,"9.3","Japan","A Silent Voice: The Movie","Sometimes the answer is as simple as learning to listen.","Reiko Yoshida-Yoshitoki Oima","2016",2:10:42,"N/A","The story revolves around Shôko Nishimiya, a grade school student who has impaired hearing. She transfers into a new school, where she is bullied by her classmates, especially Shôya Ishida. It gets to the point where she transfers to another school and as a result, Shôya is ostracized and bullied himself, with no friends to speak to and no plans for the future. Years later, he epicly sets himself on a path to redemption.","Naoko Yamada","Kyoto Animation","Silent Voice: The Movie","2016-09-17","Miyu Irino-Saori Hayami-Aoi Yuki-Kensho Ono-Yuki Kaneko-Yui Ishikawa-Megumi Han-Toshiyuki Toyonaga-Mayu Matsuoka-Sachiko Kojima-Hana Takeda-Fuminori Komatsu-Ikuko Tani-Erena Kamata-Ayano Hamaguchi-Ryunosuke Watanuki-Ryo Nishitani-Takuya Masumoto-Satsuki Yukino-Akiko Hiramatsu",N/A,"9.4","映画 聲の形","Drama-Anime-Animation","PG-13"
2021-00-21 21:13:29,"9.6","Japan","Spirited Away","The tunnel led Chihiro to a mysterious town.","Hayao Miyazaki","2001",2:05:32,"1","A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.","Hayao Miyazaki","Studio Ghibli","N/A","2001-07-20","Rumi Hiiragi-Miyu Irino-Mari Natsuki-Takashi Naitō-Yasuko Sawaguchi-Tatsuya Gashūin-Ryunosuke Kamiki-Yumi Tamai-Yo Oizumi-Koba Hayashi-Tsunehiko Kamijô-Takehiko Ono-Bunta Sugawara-Shigeru Wakita-Shiro Saito-Michiko Yamamoto-Keiko Tsukamoto-Akio Nakamura-Shinji Tokumaru-Kaori Yamagata-Yayoi Kazuki-Masahiro Asano-Kazutaka Hayashida-Ikuko Yamamoto-Mina Meguro-Tetsurô Ishibashi-Katsutomo Shîbara-Shinobu Katabuchi-Noriko Kitou-Naoto Kaji-Yoshitaka Sukegawa-Aki Tachikawa-Noriko Yamaya-Katsuhisa Matsuo-Masayuki Kizu-Yôko Ôno-Sachie Azuma-Ken Yasuda-Shigeyuki Totsugi-Mayumi Saco-Sonoko Soeda-Akiko Tomihira-Minako Masuda-Orika Ono-Rina Yamada-Miwa Takachi-Hiromi Takeuchi-Makiko Oku",N/A,"9.7","千と千尋の神隠し","Fantasy-Adventure-Family-Mystery-Anime-Animation","PG"
2021-00-21 21:13:25,"N/A",N/A,"Tales From Earthsea","N/A",N/A,"2014",1:51:48,"N/A","N/A",N/A,"N/A","N/A","1900-01-01",N/A,N/A,"N/A","N/A",N/A,"N/A"
2021-00-21 21:13:38,"7.5","Japan","Time of Eve: The Movie","ボクラノキョリ","Yasuhiro Yoshiura","2010",1:47:40,"N/A","In a not too distant future, a young man s outlook on his home android begins to change after tracking the android s behavioral log to a mysterious cafe.","Yasuhiro Yoshiura","Studio Rikka","N/A","2010-03-06","Jun Fukuyama-Rie Tanaka-Kenji Nojima-Yukana-Michio Nakao-Miki Ito-Motomu Kiyokawa-Miyuki Sawashiro-Tomokazu Sugita-Rina Sato",N/A,"N/A","イヴの時間","Animation-Romance-Science Fiction-Drama-Anime","PG-13"
2021-00-21 21:13:37,"9.1","Japan","Tokyo Godfathers","Meet the ultimate dysfunctional family.","Keiko Nobumoto","2003",1:32:47,"N/A","Christmas in Tokyo, Japan. Three homeless friends: a young girl, a transvestite, and a middle-aged bum. While foraging through some trash, they find an abandoned newborn. Hana, the transvestite with delusions of being a mother, convinces the others to keep it overnight. The next day, using a key found with the baby, they start tracking down the parents, with many adventures along the way.","Satoshi Kon","Tokyo Godfathers Production Committee","N/A","2003-11-08","Aya Okamoto-Yoshiaki Umegaki-Toru Emori-Satomi Korogi-Mamiko Noto-Ryūji Saikachi-Kyoko Terase-Rikiya Koyama-Hiroya Ishimaru-Koichi Yamadera-Akio Otsuka-Yusaku Yara-Seizō Katō-Shozo Iizuka",N/A,"9.1","東京ゴッドファーザーズ","Animation-Drama-Comedy-Adventure","PG-13"
2021-00-21 21:24:09,"9.6","China-Japan","Weathering with You","A story about the secret of this world that only I and she know.","Makoto Shinkai","2019",1:52:14,"N/A","A high-school boy who has run away to Tokyo befriends a girl who appears to be able to manipulate the weather.","Makoto Shinkai"," Weathering With You  Film Partners","N/A","2019-07-19","Kotaro Daigo-Nana Mori-Tsubasa Honda-Sakura Kiryu-Sei Hiraizumi-Yuki Kaji-Chieko Baisho-Shun Oguri-Sumi Shimamoto-Ryohei Kimura-Kana Hanazawa-Ayane Sakura-Kana Ichinose-Masako Nozawa-Hidekatsu Shibata-Ryunosuke Kamiki-Mone Kamishiraishi-Ryo Narita-Aoi Yuki-Kanon Tani-Yuki Ominami",N/A,"9.2","天気の子","Animation-Fantasy-Romance-Drama-Anime","PG-13"
2021-00-21 21:29:36,"8.8","Japan","When Marnie Was There","Promise we ll remain a secret, forever.","Keiko Niwa-Masashi Ando-Hiromasa Yonebayashi-Joan G. Robinson","2014",1:43:42,"1","Due to 12 y.o. Anna s asthma, she s sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.","Hiromasa Yonebayashi","Studio Ghibli","N/A","2014-07-19","Sara Takatsuki-Kasumi Arimura-Nanako Matsushima-Susumu Terajima-Toshie Negishi-Ryoko Moriyama-Kazuko Yoshiyuki-Hitomi Kuroki-Hiroyuki Morisaki-Takuma Otoo-Hana Sugisaki-Bari Suzuki-Shigeyuki Totsugi-Ken Yasuda-Yo Oizumi",N/A,"9.1","思い出のマーニー","Animation-Drama-Family-Mystery","PG"
2021-00-21 21:34:12,"N/A","Japan","Whisper of the Heart","I found someone I like","Hayao Miyazaki-Aoi Hiiragi","1995",1:51:57,"N/A","A young Japanese middle school girl finds that all the books she chooses in the library have been previously checked out by the same boy. Later she meets a very infuriating fellow... could it be her  friend  from the library? The boy s grandfather has a violin sales and service shop. The boy wants to be a violin maker like his grandfather.","Yoshifumi Kondou","Studio Ghibli","N/A","1995-07-15","Yoko Honna-Issey Takahashi-Takashi Tachibana-Shigeru Muroi-Shigeru Tsuyuguchi-Keiju Kobayashi-Yorie Yamashita-Maiko Kayama-Yoshimi Nakajima-Minami Takayama-Mayumi Iizuka-Mai Chiba-Satoru Takahashi-Akiko Sakaguchi-Hiromi Yasuda-Tatsuya Okada-Yoshihiro Imai-Naohisa Inoue-Suguru Egawa-Shiro Kishibe-Mitsuaki Ogawa-Toshio Suzuki",N/A,"9.4","耳をすませば","Animation-Drama-Family-Romance-Music-Anime","G"
2021-00-21 21:13:39,"8.5","Japan","The Wind Rises","We must live.","Hayao Miyazaki-Tatsuo Hori","2013",2:07:31,"N/A","A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","Hayao Miyazaki","Studio Ghibli","Wind Rises","2013-07-20","Hideaki Anno-Hidetoshi Nishijima-Miori Takimoto-Masahiko Nishimura-Stephen Alpert-Mansai Nomura-Jun Kunimura-Mirai Shida-Shinobu Otake-Morio Kazama-Keiko Takeshita-Sascha",N/A,"8.8","風立ちぬ","Animation-Drama-History-Biography-Romance-War-Family","PG-13"
2021-00-21 21:37:22,"9.4","Japan","Your Name.","Experience Japan s #1 film of 2016, from visionary director Makoto Shinkai","Makoto Shinkai","2016",1:47:36,"N/A","High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.","Makoto Shinkai","CoMix Wave Films","N/A","2016-08-26","Ryunosuke Kamiki-Mone Kamishiraishi-Ryo Narita-Aoi Yuki-Nobunaga Shimazaki-Kaito Ishikawa-Kanon Tani-Masaki Terasoma-Sayaka Ohara-Kazuhiko Inoue-Chafurin-Kana Hanazawa-Shinya Hamazoe-Masami Nagasawa-Etsuko Ichihara-Yuka Terasaki-Takashi Onozuka-Kanami Satou-Shinjirō Gōda-Yasuhiro Kikuchi-Tamari Hinata-Nozomi Yamane-Yuuki Shin-Tatsuya Murakami-Nodoka Hasegawa-Baron Yamazaki-Suguru Inoue-Ryoko Usami-Miho Morisaki-Tsuyoshi Minamijima-Aika Oomae-Tomohiro Yamaguchi-Takayuki Nakatsukasa-Hiroki Matsukawa-Shouko Negoro-Yuki Ominami-Manami Hanawa-Miho Tabata-Eriko Tomioka-Eiji Yamamoto",N/A,"9.8","君の名は。","Animation-Drama-Fantasy-Romance","PG"
