Added,Audience Rating,Country,Title,Tagline,Writers,Year,Duration,View Count,Summary,Directors,Studio,Sort title,Release Date,Roles,Labels,Rating,Original Title,Genre,Content Rating
2021-00-19 22:37:54,"7.1","United States of America","Justice League: The New Frontier","We stand, today, on the edge of a new frontier...","Stan Berkowitz-Darwyn Cooke-Bob Kane-Jerry Siegel-Joe Shuster","2008",1:15:55,"N/A","Adapting the award-winning DC Comics miniseries DC: THE NEW FRONTIER by Darwyn Cooke, Justice League: The New Frontier spins a tale of the DC Universe in the 1950s, focusing on test pilot Hal Jordan (Green Lantern) and the Martian Manhunter. The story also features other DC characters, including Barry Allen (the Flash), Superman, Wonder Woman, Batman, and many more.","Dave Bullock","Warner Bros. Animation","N/A","2008-02-26","David Boreanaz-Neil Patrick Harris-Brooke Shields-Jeremy Sisto-Kyle MacLachlan-Miguel Ferrer-Keith David-Lucy Lawless-Lex Lang-Phil Morris-Kyra Sedgwick-Joe Alaskey-Jeff Bennett-Corey Burton-Townsend Coleman-John Heard",N/A,"N/A","N/A","Animation-Action-Adventure-Science Fiction-Fantasy-Family","PG-13"
2021-00-19 22:40:15,"7.9","United States of America","Justice League: War","A time when heroes became legends.","Heath Corson","2014",1:19:27,"1","The world is under attack by an alien armada led by the powerful Apokoliptian, Darkseid. A group of superheroes consisting of Superman, Batman, Wonder Woman, The Flash, Green Lantern, Cyborg, and Shazam must set aside their differences and gather together to defend Earth.","Jay Oliva","DC Entertainment","N/A","2014-02-04","Michelle Monaghan-Alan Tudyk-Sean Astin-Shemar Moore-Christopher Gorham-Justin Kirk-Jason O Mara-George Newbern-Zach Callison-Bruce Thomas-Rocky Carroll-Georgie Kidder-Hynden Walch-Dee Bradley Baker-Ioan Gruffudd-Melique Berger-Richard McGonagle-Kimberly Brooks-John Mariano-Roger Rose-Matthew Mercer-Andrea Romano-Gary Anthony Sturgis-Steve Blum",N/A,"5","N/A","Animation-Action-Adventure-Fantasy-Science Fiction-Family","PG-13"
2021-00-19 22:43:29,"8.6","Japan-United States of America","Kubo and the Two Strings","The quest begins","Chris Butler-Marc Haimes-Shannon Tindle-Shawn Palmer-John Aoshima","2016",1:42:36,"N/A","Kubo lives a quiet, normal life in a small shoreside village until a spirit from the past turns his life upside down by re-igniting an age-old vendetta. This causes all sorts of havoc as gods and monsters chase Kubo who, in order to survive, must locate a magical suit of armor once worn by his late father, a legendary Samurai warrior.","Travis Knight","Laika Entertainment","N/A","2016-08-19","Art Parkinson-Charlize Theron-Brenda Vaccaro-Cary-Hiroyuki Tagawa-Meyrick Murphy-George Takei-Rooney Mara-Ralph Fiennes-Matthew McConaughey-Minae Noji-Alpha Takahashi-Laura Miro-Ken Takemoto-Aaron Aoki-Luke Donaldson-Michael Sun Lee-Cary Y. Mizobe-Rachel Morihiro-Thomas Isao Morinaka-Saemi Nakamura-Zachary Alexander Rice-Mariel Sheets",N/A,"9.7","N/A","Animation-Action-Adventure-Fantasy-Family","PG"
2021-00-19 22:45:02,"9.2","Australia","Mary and Max","Sometimes perfect strangers make the best friends.","Adam Elliot","2009",1:32:16,"1","A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.","Adam Elliot","icon","N/A","2009-04-09","Toni Collette-Philip Seymour Hoffman-Eric Bana-Barry Humphries-Bethany Whitmore-Renée Geyer-Ian  Molly  Meldrum-Julie Forsyth-John Flaus-Christopher Massey-Carolyn Shakespeare-Allen-Michael Ienna-Shaun Patten-Leanne Smith",N/A,"9.5","N/A","Comedy-Animation-Drama-Family","NR"
2021-00-19 22:47:29,"8","France-Japan","MFKZ","N/A","Guillaume Renard-Amanda Céline Miller","2017",1:35:55,"N/A","Angelino is just one of thousands of deadbeats living in Dark Meat City. But an otherwise unremarkable scooter accident caused by a beautiful, mysterious stranger is about to transform his life... into a waking nightmare! He starts seeing monstrous forms prowling around all over the city... Is Angelino losing his mind, or could an alien invasion really be happening this quietly...?","Shoujirou Nishimi-Guillaume Renard","Ankama","N/A","2017-06-13","Orelsan-Gringe-Redouanne Harjane-Féodor Atkine-Kelly Marot-Julien Kramer-Emmanuel Karsen-Gilbert Levy-Jérémie Covillault-Alain Dorval-Frantz Confiac-Edgar Givry-Pauline Moingeon Vallès-Fouzia Youssef-Guillaume Renard",N/A,"3.9","Mutafukaz","Science Fiction-Animation-Action-Crime-Comedy-Thriller","R"
2021-00-19 22:47:55,"5.5","United States of America","My Entire High School Sinking Into the Sea","N/A","Dash Shaw","2016",1:16:09,"N/A","An earthquake causes a high school to float into the sea, where it slowly sinks like a shipwreck.","Dash Shaw","Low Spark Films","N/A","2016-09-17","Jason Schwartzman-Lena Dunham-Reggie Watts-Maya Rudolph-Susan Sarandon-Thomas Jay Ryan-Alex Karpovsky-Louisa Krause-John Cameron Mitchell-Matthew Maher-Keith Poulson",N/A,"8.5","N/A","Animation-Comedy-Drama-Action-Thriller","PG-13"
2021-00-19 22:48:11,"9.4","France-Switzerland","My Life as a Zucchini","N/A","Céline Sciamma-Claude Barras-Gilles Paris-Morgan Navarro-Germano Zullo","2016",1:08:38,"N/A","After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own.","Claude Barras","Gébéka Films","N/A","2016-10-19","Michel Vuillermoz-Paulin Jaccoud-Sixtine Murat-Gaspard Schlatter-Estelle Hennard-Raul Ribera-Elliot Sanchez-Lou Wick-Brigitte Rosset-Natacha Koutchoumov-Monica Budde-Adrien Barazzone-Véronique Montel-Romane Cretegny-Evelyne Bouvier",N/A,"N/A","Ma vie de courgette","Animation-Drama-Family-Comedy-Romance","PG-13"
2021-00-19 22:48:50,"8","Hungary","Ruben Brandt, Collector","N/A","Milorad Krstić","2018",1:36:19,"N/A","A psychotherapist suffers violent nightmares inspired by legendary works of art. Four of his patients, expert thieves, offer to steal the works since he believes that once he owns them, the nightmares will disappear. He becomes a wanted criminal known as  The Collector . Who will dare to catch him and his gang?","Milorad Krstić","Ruben Brandt","N/A","2018-11-15","Kamarás Iván-Csaba Márton-Gabriella Hámori-Matt Devere-Henry Grant-Christian Nielson Buckholdt-Katalin Dombi-Paul Bellantoni-Luca Bercovici-Butch Engle-Irén Bordán-Scott Hoke-Iván Hegedűs-Peter Linka-Virginia Proud-Dave Fennoy-Geoffrey Thomas-Liam Aaron Grant-Zalán Makranczi-Máté Mészáros-Gábor Nagypál",N/A,"8.2","Ruben Brandt, a gyűjtő","Animation-Action-Thriller-Crime-Drama","R"
2021-07-21 21:01:49,"6.1","United States of America","The Simpsons the Good, the Bart, and the Loki","N/A","Al Jean-John Frink-Jeff Westbrook-Jessica Conrad-Elisabeth Kiernan Averick","2021",0:05:33,"1","Loki is banished from Asgard once again and must face his toughest opponents yet: the Simpsons and Springfield’s mightiest heroes. The God of Mischief teams up with Bart Simpson in the ultimate crossover event paying tribute to the Marvel Cinematic Universe of superheroes and villains.","David Silverman","Gracie Films","Simpsons the Good, the Bart, and the Loki","2021-07-07","Tom Hiddleston-Dan Castellaneta-Nancy Cartwright-Yeardley Smith-Maurice LaMarche-Dawnn Lewis",N/A,"N/A","N/A","Animation-Short-Action-Comedy-Family","PG"
2021-00-19 22:49:12,"7.2","United States of America","Son of Batman","Vengeance runs in the blood.","Bob Kane-James Robinson-Joe R. Lansdale-Grant Morrison","2014",1:14:10,"N/A","Batman learns he has a violent, unruly pre-teen son, secretly raised by the terrorist group the League of Assassins.","Ethan Spaulding","DC Comics","N/A","2014-05-06","Jason O Mara-Stuart Allan-Thomas Gibson-Morena Baccarin-Giancarlo Esposito-David McCallum-Xander Berkeley-Sean Maher-Dee Bradley Baker",N/A,"6.4","N/A","Animation-Action-Adventure-Crime-Drama-Fantasy-Mystery","PG-13"
2021-00-19 22:49:23,"8.8","United States of America","South Park: Bigger, Longer & Uncut","UH-OH.","Trey Parker-Matt Stone-Pam Brady","1999",1:21:16,"N/A","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.","Trey Parker","Comedy Central Films","N/A","1999-06-30","Trey Parker-Matt Stone-Mary Kay Bergman-Isaac Hayes-Jesse Brant Howell-Anthony Cross-Thomas-Franchesca Clifford-Bruce Howell-Deb Adair-Jennifer Howell-George Clooney-Brent Spiner-Minnie Driver-Dave Foley-Eric Idle-Nick Rhodes-Toddy Walters-Stewart Copeland-Stanley G. Sawicki-Chase Holt-Mike Judge-Howard McGillin",N/A,"8","N/A","Comedy-Animation-Musical-Fantasy","R"
2021-00-19 22:59:24,"4.9","Belgium-France-Canada","The Suicide Shop","Need help?","Patrice Leconte-Jean Teulé","2012",1:19:11,"1","In a cold French city where suicide is a common urge, there is a colorful shop, managed for many years by the Tuvache family, where it is very easy to obtain the necessary tools to satisfy the sinister desires of so many depressed citizens.","Patrice Leconte","ARP Sélection","Suicide Shop","2012-09-26","Bernard Alane-Isabella Spade-Kacey Mottet Klein-Isabelle Giami-Laurent Gendron-Pierre-François Martin-Laval-Eric Métayer-Jacques Mathou-Urbain Cancelier-Pascal Parmentier-Mathis Lakehal-Jules Poisson-Simon Rozenfeld-Samuel Vidal-Edouard Pretet-Jean-Paul Comart-Annick Alane-Juliette Poissonnier-Philippe du Janerand-Isabelle Petit-Jacques-Nathalie Perrot",N/A,"7.1","Le magasin des suicides","Comedy-Animation-Musical-Music","N/A"
2021-00-19 22:52:39,"6.4","United States of America","Superman: Red Son","The Cold War is heating up.","J. M. DeMatteis","2020",1:24:18,"1","Set in the thick of the Cold War, Red Son introduces us to a Superman who landed in the USSR during the 1950s and grows up to become a Soviet symbol that fights for the preservation of Stalin’s brand of communism.","Sam Liu","Warner Bros. Animation","N/A","2020-02-25","Jason Isaacs-Amy Acker-Diedrich Bader-Vanessa Marshall-Phil Morris-Roger Craig Smith-William Salyers-Jim Meskimen-Sasha Roiz-Phil LaMarr-Travis Willingham-Winter Ave Zoli-Jim Ward-Jason Spisak-Tara Strong-Greg Chun-Anna Vocino-Paul Williams",N/A,"8.8","N/A","Animation-Action-Science Fiction","PG-13"
2021-00-19 22:49:43,"6.3","United States of America","Superman/Batman: Apocalypse","The end is near.","Tab Murphy-Jeph Loeb-Jay Oliva-Jeff Johnson-Michael Turner","2010",1:18:11,"1","Batman discovers a mysterious teen-aged girl with super-human powers and a connection to Superman. When the girl comes to the attention of Darkseid, the evil overlord of Apokolips, events take a decidedly dangerous turn.","Lauren Montgomery","DC Comics","N/A","2010-09-28","Tim Daly-Kevin Conroy-Summer Glau-Ed Asner-Andre Braugher-Susan Eisenberg-Rachel Quaintance-Tara Strong-Julianne Grossman",N/A,"N/A","N/A","Animation-Science Fiction-Family-Action-Adventure","PG-13"
2021-00-19 22:52:59,"6.6","United States of America","Superman/Batman: Public Enemies","No one is above the law.","Jeph Loeb-Stan Berkowitz-Jay Oliva-Jeff Johnson-Ed McGuinness","2009",1:07:02,"1","United States President Lex Luthor uses the oncoming trajectory of a Kryptonite meteor to frame Superman and declare a $1 billion bounty on the heads of the Man of Steel and his ‘partner in crime’, Batman. Heroes and villains alike launch a relentless pursuit of Superman and Batman, who must unite—and recruit help—to try and stave off the action-packed onslaught, stop the meteor Luthors plot.","Sam Liu","DC Comics","N/A","2009-09-29","Kevin Conroy-Tim Daly-Clancy Brown-LeVar Burton-Xander Berkeley-Ricardo Chavira-John C. McGinley-CCH Pounder-Jennifer Hale-Allison Mack-Corey Burton-Calvin Tran-Mark Jonathan Davis-Brian George-Rachael MacFarlane-Alan Oppenheimer-Andrea Romano-Bruce Timm-Jonathan Adams-Michael Gough",N/A,"N/A","N/A","Action-Adventure-Drama-Fantasy-Science Fiction-Family-Animation","PG-13"
2021-00-19 22:53:08,"6.2","United States of America","Superman/Shazam!: The Return of Black Adam","We fight for those you can t fight for themselves!","Jerry Siegel-Joe Shuster-Michael Jelenic-C.C. Beck-Bill Parker","2010",0:24:26,"1","Chosen the world’s protector against the Seven Deadly Enemies of Man – pride, envy, greed, hatred, selfishness, laziness and injustice – young Billy Batson accepts his destiny as Captain Marvel. Battling alongside Superman against nefarious Black Adam, Billy soon discovers the challenge super heroes ultimately face: is it revenge or justice?","Joaquim Dos Santos","DC Comics","N/A","2010-11-09","George Newbern-Jerry O Connell-Arnold Vosloo-Zach Callison-James Garner-Kevin Michael Richardson-Danica McKellar-Josh Keaton",N/A,"N/A","N/A","Animation-Science Fiction-Fantasy-Action-Adventure-Short","PG"
2021-00-19 22:53:32,"7.2","United States of America","Teen Titans: The Judas Contract","The young fight hard for justice.","Jay Oliva-Marv Wolfman-Ernie Altbacker-George Pérez-Jose Delbo","2017",1:24:11,"N/A","A group of teen super heroes grow up together, fighting evil in their city.","Sam Liu","DC Entertainment","N/A","2017-04-18","Stuart Allan-Jake T. Austin-Taissa Farmiga-Christina Ricci-Brandon Soo Hoo-Kari Wahlgren-Miguel Ferrer-Sean Maher-Gregg Henry-Kevin Smith-David Zayas-Crispin Freeman",N/A,"8.3","N/A","Science Fiction-Animation-Action-Adventure-Drama-Fantasy-Family","PG-13"
2021-00-19 23:00:37,"8.8","Japan-United States of America","The Transformers: The Movie","Beyond good. Beyond evil. Beyond your wildest imagination.","Ron Friedman","1986",1:25:01,"N/A","The Decepticons have invaded and taken over the Autobots  home planet, Cybertron. The Autobots are determined to fight back and go to Autobot City on Earth for supplies. Decepticons hijack and take over the ship, resulting in a fierce battle between the Autobots and Decepticons, the result of which is devastating. A new threat to the Autobots appears in the form of Unicron, a massive planet-devouring transformer.","Nelson Shin","Hasbro","Transformers: The Movie","1986-08-08","Judd Nelson-Peter Cullen-Frank Welker-Leonard Nimoy-Orson Welles-Casey Kasem-Dan Gilvezan-Scatman Crothers-Susan Blu-Eric Idle-Robert Stack-Norman Alden-Jack Angel-Michael Bell-Gregg Berger-Lionel Stander-John Moschitta Jr.-Buster Jones-Paul Eiding-Neil Ross-Corey Burton-Roger C. Carmel-Chris Latta-Arthur Burghardt-Don Messick-Ed Gilbert-Clive Revill-Hal Rayle-David Mendenhall-Victor Caroli-Stan Jones",N/A,"6.2","N/A","Science Fiction-Family-Action-Adventure-Animation","PG"
2021-00-19 23:01:19,"5","United States of America","Ultimate Avengers II","To save humanity, the Earth s mightiest heroes must reunite for a rematch of heroic proportions.","Stan Lee-Jack Kirby-Bryan Hitch-Mark Millar-Boyd Kirkland","2006",1:13:47,"N/A","Mysterious Wakanda lies in the darkest heart of Africa, unknown to most of the world. An isolated land hidden behind closed borders, fiercely protected by its young king - the Black Panther. But when brutal alien invaders attack, the threat leaves the Black Panther with no option but to go against the sacred decrees of his people and ask for help from outsiders.","Dick Sebast-Bob Richardson-Will Meugniot","MLG Productions 2","N/A","2006-08-08","Justin Gross-Grey DeLisle-Michael Massee-Marc Worden-Olivia d Abo-Nan McNamara-Nolan North-Andre Ware-David Boat-Fred Tatasciore-Jim Ward-Jeffrey D. Sams-Dwight Schultz-Mark Hamill-Dave Fennoy-Susan Dalian-Kendre Berry-Chi McBride",N/A,"N/A","N/A","Animation-Action-Adventure-Science Fiction","PG-13"
2021-00-19 23:00:57,"5.9","United States of America","Ultimate Avengers: The Movie","Individually, they are super heroes. United, they are the Ultimate Avengers...","Bryan Hitch-Mark Millar-Boyd Kirkland-Craig Kyle-Greg Johnson","2006",1:11:21,"N/A","When a nuclear missile was fired at Washington in 1945, Captain America managed to detonate it in the upper atmosphere. But then he fell miles into the icy depths of the North Atlantic, where he remained lost for over sixty years. But now, with the world facing the very same evil, Captain America must rise again as our last hope for survival.","Curt Geda-Steven E. Gordon-Bob Richardson","Marvel Animation","N/A","2006-02-21","Fred Tatasciore-Justin Gross-Olivia d Abo-Grey DeLisle-Michael Massee-Nan McNamara-Nolan North-David Boat-Andre Ware-Marc Worden",N/A,"N/A","N/A","Animation-Science Fiction-Action-Adventure-Family","PG-13"
2021-00-19 23:01:45,"8.6","United Kingdom","Watership Down","All the world will be your enemy, Prince with a Thousand Enemies, and when they catch you, they will kill you... but first they must catch you.","John Hubley","1978",1:32:16,"N/A","Based upon Richard Adam s novel of the same title, this animated feature delves into the surprisingly violent world of a warren of rabbits as they seek to establish a new colony free of tyranny and human intervention.","Martin Rosen","AVCO Embassy Pictures","N/A","1978-12-13","John Hurt-Richard Briers-Michael Graham Cox-John Bennett-Ralph Richardson-Simon Cadell-Terence Rigby-Roy Kinnear-Richard O Callaghan-Denholm Elliott-Lynn Farleigh-Mary Maddox-Zero Mostel-Harry Andrews-Hannah Gordon-Nigel Hawthorne-Clifton Jones-Derek Griffiths-Michael Hordern-Joss Ackland-Michelle Price",N/A,"8.2","N/A","Animation-Adventure-Drama-Thriller","PG"
2021-00-19 23:02:40,"7.8","United States of America","Wonder Woman","Courageous princess. Fierce warrior. Legendary superhero.","Michael Jelenic-Gail Simone-Jay Oliva","2009",1:14:40,"1","On the mystical island of Themyscira, a proud and fierce warrior race of Amazons have raised a daughter of untold beauty, grace and strength: Princess Diana. When an Army fighter pilot, Steve Trevor, crash-lands on the island, the rebellious and headstrong Diana defies Amazonian law by accompanying Trevor back to civilization.","Lauren Montgomery","DC Comics","N/A","2009-03-03","Keri Russell-David McCallum-Alfred Molina-Rosario Dawson-Virginia Madsen-Marg Helgenberger-Nathan Fillion-Oliver Platt-Skye Arens-John DiMaggio-Julianne Grossman-Vicki Lewis-Tara Strong-Jason Charles Miller",N/A,"8.3","N/A","Animation-Science Fiction-Fantasy-Action-Adventure","PG-13"
